Ranked list of top compounds using CMAP dataset
Rank	Score	Type	ID	Name	Description
7795	-16.07	cp	BRD-A30590053	MR-16728	Acetylcholine release enhancer
7797	-16.08	cp	BRD-K16478699	PLX-4720	RAF inhibitor
7798	-16.11	cp	BRD-A31195449	TCB2	Serotonin receptor agonist
7804	-16.37	cp	BRD-K26664453	cytochalasin-b	Microtubule inhibitor
7811	-16.81	cp	BRD-K01192156	tyrphostin-AG-112	Protein tyrosine kinase inhibitor
7815	-17.1	cp	BRD-K64746805	MBCQ	Phosphodiesterase inhibitor
7817	-17.2	cp	BRD-K02715688	hydrastine	Tyrosine hydroxylase inhibitor
7818	-17.23	cp	BRD-A46179541	doxapram	Potassium channel blocker
7821	-17.34	cp	BRD-K33818169	GW-3965	LXR agonist
7824	-17.38	cp	BRD-K37814297	acepromazine	Dopamine receptor antagonist
7825	-17.41	cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist
7831	-17.68	cp	BRD-A37492983	iocetamic-acid	Radiopaque medium
7832	-17.72	cp	BRD-K66019333	oxantel	Anthelmintic
7833	-17.92	cp	BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor
7834	-17.95	cp	BRD-K46766488	S-14506	Serotonin receptor agonist
7836	-17.99	cp	BRD-K48427617	U-0124	MEK inhibitor
7839	-18.09	cp	BRD-U66370498	androstanol	CAR antagonist
7841	-18.16	cp	BRD-K36377456	marmesin	Angiogenesis inhibitor
7844	-18.2	cp	BRD-K09764130	mead-ethanolamide	Cannabinoid receptor agonist
7850	-18.6	cp	BRD-K51730347	diphencyprone	Immunostimulant
7852	-18.85	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
7853	-18.87	cp	BRD-K40619305	larixinic-acid	Compound that interacts with metal centers
7858	-19.08	cp	BRD-K96778649	tyrphostin-47	EGFR inhibitor
7862	-19.36	cp	BRD-A80928489	1-monopalmitin	P-glycoprotein inhibitor
7863	-19.46	cp	BRD-K29673530	hypericin	Tyrosine kinase inhibitor
7866	-19.6	cp	BRD-K80639402	SB-258585	Serotonin receptor antagonist
7869	-19.81	cp	BRD-K18757346	U-46619	Thromboxane receptor agonist
7870	-19.87	cp	BRD-A28318179	aminomethyltransferase	Nitric oxide synthase inhibitor
7873	-19.92	cp	BRD-K47693913	evoxine	Furoquinoline alkaloid
7875	-19.93	cp	BRD-K40742111	baeomycesic-acid	Lipoxygenase inhibitor
7877	-19.95	cp	BRD-A95939040	sertaconazole	Sterol demethylase inhibitor
7887	-20.39	cp	BRD-K46742498	alosetron	Serotonin receptor antagonist
7889	-20.6	cp	BRD-A53952395	prilocaine	Local anesthetic
7890	-20.65	cp	BRD-K61401890	deguelin	NADH-ubiquinone oxidoreductase (Complex I) inhibitor
7895	-20.7	cp	BRD-K84955386	hyperoside	Glucosidase inhibitor
7897	-20.75	cp	BRD-K77390737	xanthohumol	ATPase inhibitor
7904	-21.22	cp	BRD-K35128472	2-aminopurine	Serine/threonine kinase inhibitor
7907	-21.41	cp	BRD-K88701661	dimercaptosuccinic-acid	Chelating agent
7910	-21.44	cp	BRD-K88568253	iproniazid	Monoamine oxidase inhibitor
7912	-21.6	cp	BRD-A89175223	bisoprolol	Adrenergic receptor antagonist
7913	-21.64	cp	BRD-K90333595	phentolamine	Adrenergic receptor antagonist
7914	-21.69	cp	BRD-K10573841	tunicamycin	GLCNAC phosphotransferase inhibitor
7918	-21.83	cp	BRD-K24656285	farnesol	FXR agonist
7920	-21.9	cp	BRD-K59469039	AG-879	Angiogenesis inhibitor
7921	-21.91	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
7923	-22.05	cp	BRD-A19633847	perhexiline	Carnitine palmitoyltransferase inhibitor
7924	-22.06	cp	BRD-K59773493	benzohydroxamic-acid	Antifungal
7926	-22.12	cp	BRD-K88560311	rucaparib	PARP inhibitor
7929	-22.25	cp	BRD-K14200658	syrosingopine	Vesicular monoamine transporter inhibitor
7931	-22.29	cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor
7932	-22.34	cp	BRD-K64881305	ispinesib	Kinesin-like spindle protein inhibitor
7935	-22.51	cp	BRD-K49657628	tyrphostin-AG-18	EGFR inhibitor
7938	-22.68	cp	BRD-K81783531	VX-222	HCV inhibitor
7940	-22.72	cp	BRD-K32412559	morphothebaine	Adrenergic receptor antagonist
7941	-22.73	cp	BRD-K92731339	perindopril	ACE inhibitor
7943	-22.91	cp	BRD-K53545112	CNQX	Glutamate receptor antagonist
7944	-23.01	cp	BRD-A33833419	TER-14687	Inhibitor of translocation of PKCq in T cells
7945	-23.02	cp	BRD-A32949107	MRS-1845	Calcium channel blocker
7946	-23.14	cp	BRD-A38747044	KU-14R	Imidazoline receptor ligand
7950	-23.22	cp	BRD-K19309090	SR-95639A	Acetylcholine receptor agonist
7951	-23.39	cp	BRD-K91370081	anisomycin	DNA synthesis inhibitor
7953	-23.63	cp	BRD-A81795050	U-18666A	Oxidosqualene cyclase inhibitor
7955	-23.65	cp	BRD-K10098805	rhapontin	Apoptosis stimulant
7957	-23.73	cp	BRD-K41051431	mecillinam	Bacterial cell wall synthesis inhibitor
7960	-23.79	cp	BRD-K73395020	SA-1478088	-666
7969	-24.33	cp	BRD-K60690191	MPEP	Glutamate receptor antagonist
7970	-24.36	cp	BRD-A55756846	H-7	PKA inhibitor
7972	-24.41	cp	BRD-A29260609	acebutolol	Adrenergic receptor antagonist
7977	-24.82	cp	BRD-K66766661	17-beta-estradiol	Estrogen receptor agonist
7981	-24.87	cp	BRD-K64517075	heliomycin	ATP synthase inhibitor
7982	-24.94	cp	BRD-K06750613	GSK-1059615	PI3K inhibitor
7984	-24.95	cp	BRD-K48168960	propylthiouracil	Thyroid peroxidase inhibitor
7991	-25.19	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
7992	-25.23	cp	BRD-K86191271	cytosporone-b	NUR77 receptor agonist
7993	-25.28	cp	BRD-K35960502	niclosamide	DNA replication inhibitor
7995	-25.3	cp	BRD-A81402010	KU-C103443N	CDC inhibitor
7996	-25.36	cp	BRD-K56596464	QX-314	Sodium channel blocker
7998	-25.63	cp	BRD-A35338386	NECA	Adenosine receptor agonist
8002	-25.97	cp	BRD-K38477985	malonoben	Protein tyrosine kinase inhibitor
8003	-26.06	cp	BRD-A03816571	CP-55940	Cannabinoid receptor agonist
8004	-26.14	cp	BRD-A26032986	zaldaride	Calmodulin antagonist
8009	-26.36	cp	BRD-A23683907	NAS-181	Serotonin receptor antagonist
8010	-26.37	cp	BRD-K77641333	naphazoline	Adrenergic receptor agonist
8011	-26.38	cp	BRD-K46937689	phenazone	Cyclooxygenase inhibitor
8012	-26.4	cp	BRD-A07875874	cilnidipine	Calcium channel blocker
8017	-26.96	cp	BRD-A54236247	racephedrine	Adrenergic receptor agonist
8020	-27.21	cp	BRD-K03816923	rottlerin	MAP kinase inhibitor
8023	-27.62	cp	BRD-A80502530	cinobufagin	ATPase inhibitor
8026	-27.67	cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor
8032	-28.16	cp	BRD-A11007541	BCI-hydrochloride	Protein phosphatase inhibitor
8035	-28.33	cp	BRD-A32349859	methyl-angolensate	Apoptosis inhibitor
8036	-28.38	cp	BRD-K50214219	CS-1657	PARP inhibitor
8038	-28.54	cp	BRD-K09549677	mibefradil	T-type calcium channel blocker
8041	-28.7	cp	BRD-K31987754	oleylethanolamide	Cannabinoid receptor agonist
8042	-28.97	cp	BRD-K74112339	acetohydroxamic-acid	Urease inhibitor
8043	-29.04	cp	BRD-K57546357	prunetin	Breast cancer resistance protein inhibitor
8044	-29.14	cp	BRD-K67352070	TC-2559	Acetylcholine receptor agonist
8046	-29.26	cp	BRD-K43796186	benzyl-quinazolin-4-yl-amine	EGFR inhibitor
8048	-29.54	cp	BRD-K64245000	GW-4064	FXR agonist
8049	-29.61	cp	BRD-K50938786	ropivacaine	Sodium channel blocker
8056	-30.04	cp	BRD-A55913614	primaquine	Antimalarial
8058	-30.3	cp	BRD-K86727142	embelin	HCV inhibitor
8060	-30.49	cp	BRD-A39390670	rabeprazole	ATPase inhibitor
8065	-31.39	cp	BRD-A30815329	felodipine	Calcium channel blocker
8066	-31.47	cp	BRD-A38030642	cyclosporin-a	Calcineurin inhibitor
8070	-31.6	cp	BRD-K74141488	naftifine	Fungal squalene epoxidase inhibitor
8075	-31.85	cp	BRD-K13725475	rhodomyrtoxin	Cytotoxic agent
8079	-31.94	cp	BRD-K96670504	lonidamine	Glucokinase inhibitor
8085	-32.47	cp	BRD-K09778810	FGIN-1-27	Inositol monophosphatase inhibitor
8088	-32.58	cp	BRD-A54845972	dihydroergotamine	Serotonin receptor agonist
8092	-32.78	cp	BRD-A35511923	L-803087	Somatostatin receptor agonist
8096	-33.63	cp	BRD-K42748308	XE-991	Potassium channel blocker
8097	-33.83	cp	BRD-K17294426	clebopride	Dopamine receptor antagonist
8099	-34	cp	BRD-K83988098	alvespimycin	HSP inhibitor
8100	-34.08	cp	BRD-K59184148	SB-216763	Glycogen synthase kinase inhibitor
8102	-34.27	cp	BRD-K29359156	ebselen	H+/K+-ATPase inhibitor
8103	-34.31	cp	BRD-K49671696	ketanserin	Serotonin receptor antagonist
8107	-34.5	cp	BRD-K31627533	rimexolone	Glucocorticoid receptor agonist
8109	-34.59	cp	BRD-K37691127	hinokitiol	Tyrosinase inhibitor
8111	-34.64	cp	BRD-K72264770	QW-BI-011	Histone lysine methyltransferase inhibitor
8117	-35.32	cp	BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	Chymotrypsin inhibitor
8120	-35.81	cp	BRD-K06198550	isorotenone	Mitochondrial complex I inhibitor
8124	-36.14	cp	BRD-K36198571	WAY-170523	Metalloproteinase inhibitor
8133	-37.14	cp	BRD-K33483813	actarit	Interleukin receptor agonist
8135	-37.52	cp	BRD-K43164539	cholic-acid	Bile acid
8138	-37.94	cp	BRD-K30990140	FR-122047	Cyclooxygenase inhibitor
8143	-38.72	cp	BRD-K95655893	MAZ-51	VEGFR inhibitor
8144	-38.73	cp	BRD-A68930007	ouabain	ATPase inhibitor
8146	-39.33	cp	BRD-K03981224	ethisterone	Progestogen hormone
8148	-39.4	cp	BRD-K20920669	cromoglicic-acid	Immunosuppressant
8149	-39.52	cp	BRD-A45543382	metrizamide	Radiopaque medium
8152	-40.15	cp	BRD-K64835161	BRD-K64835161	-666
8153	-40.33	cp	BRD-A82590476	SDZ-NKT-343	Tachykinin antagonist
8154	-40.5	cp	BRD-K75295174	alisertib	Aurora kinase inhibitor
8156	-40.64	cp	BRD-K54472332	elvitegravir	HIV integrase inhibitor
8157	-40.74	cp	BRD-K72034655	peucedanin	Apoptosis stimulant
8158	-40.76	cp	BRD-K62736196	guanabenz	-666
8160	-40.95	cp	BRD-K55430733	WAY-629	Serotonin receptor agonist
8163	-41.16	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
8165	-41.32	cp	BRD-K04170657	psoromic-acid	Ras GTPase inhibitor
8166	-41.33	cp	BRD-K13049116	BMS-754807	IGF-1 inhibitor
8178	-42.28	cp	BRD-A03623303	metoprolol	Adrenergic receptor antagonist
8180	-42.37	cp	BRD-K77625572	etomoxir	Carnitine palmitoyltransferase inhibitor
8182	-42.65	cp	BRD-K26997899	SA-792574	Microtubule inhibitor
8188	-42.93	cp	BRD-K15262564	mupirocin	Isoleucyl-tRNA synthetase inhibitor
8192	-43.37	cp	BRD-K31843556	T-0070907	PPAR receptor antagonist
8193	-43.53	cp	BRD-K20152659	gamma-homolinolenic-acid	Cholesterol inhibitor
8195	-43.75	cp	BRD-A39522003	OMDM-2	FAAH inhibitor
8201	-44.1	cp	BRD-A17819071	gedunin	HSP inhibitor
8202	-44.11	cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist
8210	-45.67	cp	BRD-K12002134	megestrol	progesterone receptor agonist
8212	-45.95	cp	BRD-A29082194	gitoxigenin	ATPase inhibitor
8215	-46.11	cp	BRD-A25576662	streptozotocin	DNA alkylating agent
8225	-46.79	cp	BRD-A63998256	helveticoside	ATPase inhibitor
8237	-48.61	cp	BRD-A33711280	metixene	Acetylcholine receptor antagonist
8238	-48.63	cp	BRD-K57011718	UK-356618	Metalloproteinase inhibitor
8245	-49.13	cp	BRD-K56614220	clofazimine	GK0582 inhibitor
8247	-49.28	cp	BRD-A94756469	digoxin	ATPase inhibitor
8253	-50.03	cp	BRD-K08502430	angiogenesis-inhibitor	Angiogenesis inhibitor
8258	-50.48	cp	BRD-K53959060	indirubin	CDK inhibitor
8260	-50.58	cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor
8265	-50.75	cp	BRD-K09991945	GSK-3-inhibitor-II	PKC inhibitor
8272	-51.69	cp	BRD-K09907482	PRL-3-inhibitor-I	Tyrosine phosphatase inhibitor
8274	-52.16	cp	BRD-K34995470	SU-1498	VEGFR inhibitor
8282	-53.05	cp	BRD-K96527333	dehydroisoandosterone	GABA receptor modulator
8286	-54.03	cp	BRD-K73319509	PF-04217903	c-Met inhibitor
8295	-55.33	cp	BRD-K05151076	ZK-164015	Estrogen receptor antagonist
8297	-55.55	cp	BRD-A52282606	lacidipine	Calcium channel blocker
8298	-55.7	cp	BRD-K83597974	pargyline	Monoamine oxidase inhibitor
8305	-56.2	cp	BRD-K17140735	SCH-79797	Proteasome inhibitor
8307	-56.79	cp	BRD-K70511574	sunitinib	PLK inhibitor
8309	-57.29	cp	BRD-K76805682	SB-415286	Glycogen synthase kinase inhibitor
8310	-57.59	cp	BRD-A50737080	CGK-733	ATR kinase inhibitor
8311	-57.7	cp	BRD-K11433652	aspirin	Cyclooxygenase inhibitor
8317	-58.81	cp	BRD-K55420858	mirin	MRE11A exonuclease inhibitor
8322	-59.2	cp	BRD-K77998258	ganglioside	SRC activator
8326	-59.61	cp	BRD-A96255180	ribavirin	Antiviral
8327	-60.01	cp	BRD-K11158509	tyrphostin-B44	EGFR inhibitor
8334	-60.64	cp	BRD-A15010982	HU-211	Glutamate receptor antagonist
8335	-61.09	cp	BRD-K47761761	PD-168077	Dopamine receptor agonist
8349	-63.28	cp	BRD-K93325701	damnacanthal	SRC inhibitor
8351	-63.59	cp	BRD-K14821540	FCCP	Mitochondrial oxidative phosphorylation uncoupler
8356	-64	cp	BRD-K74133369	oligomycin-a	ATP synthase inhibitor
8359	-64.53	cp	BRD-A97104540	fenoterol	Adrenergic receptor agonist
8366	-65.22	cp	BRD-A55484088	BNTX	Opioid receptor antagonist
8372	-66.98	cp	BRD-K89930444	AG-592	Tyrosine kinase inhibitor
8381	-67.91	cp	BRD-K76907295	VU-0418947-2	HIF modulator
8383	-68.64	cp	BRD-A62025033	temsirolimus	MTOR inhibitor
8387	-69	cp	BRD-A98283014	calmidazolium	Calcium channel blocker
8389	-69.14	cp	BRD-A34208323	VU-0404997-2	Glutamate receptor modulator
8391	-69.55	cp	BRD-A28105619	cucurbitacin-i	JAK inhibitor
8398	-70.72	cp	BRD-A45498368	WYE-125132	MTOR inhibitor
8400	-71.1	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
8401	-71.14	cp	BRD-K56301217	ABT-737	BCL inhibitor
8405	-72.11	cp	BRD-K59419204	AM-281	Cannabinoid receptor antagonist
8410	-72.47	cp	BRD-K70881766	solanine	Acetylcholinesterase inhibitor
8416	-73.38	cp	BRD-A48570745	ivermectin	GABA receptor agonist
8417	-73.51	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
8419	-74.47	cp	BRD-K03406345	azacitidine	DNA methyltransferase inhibitor
8420	-74.54	cp	BRD-K18036262	L-168049	Glucagon receptor antagonist
8421	-74.57	cp	BRD-M30523314	vinorelbine	Tubulin inhibitor
8428	-75.72	cp	BRD-K52512893	SC-19220	Prostanoid receptor antagonist
8433	-76.1	cp	BRD-K26818574	BIX-01294	Histone lysine methyltransferase inhibitor
8438	-76.83	cp	BRD-K59753975	vindesine	Tubulin inhibitor
8439	-76.91	cp	BRD-K28360340	TW-37	BCL inhibitor
8444	-77.28	cp	BRD-K15600710	obatoclax	BCL inhibitor
8446	-77.55	cp	BRD-K30677119	PP-30	RAF inhibitor
8447	-77.72	cp	BRD-A08003242	rhodomyrtoxin-b	sodium fluorescein uptake inhibitor
8450	-77.97	cp	BRD-K94325918	kinetin-riboside	Apoptosis stimulant
8459	-79.85	cp	BRD-A77299732	salubrinal	Eukaryotic translation initiation factor inhibitor
8460	-80.05	cp	BRD-K40255344	tyrphostin-A9	Protein tyrosine kinase inhibitor
8462	-80.25	cp	BRD-K83289131	CAY-10618	NAMPT inhibitor
8463	-80.3	cp	BRD-K74913225	brinzolamide	Carbonic anhydrase inhibitor
8465	-80.39	cp	BRD-K02526760	QS-11	ARFGAP inhibitor
8469	-81.26	cp	BRD-K40175214	torin-1	MTOR inhibitor
8470	-81.5	cp	BRD-K00486786	RO-08-2750	NGF binding inhibitor
8472	-82.16	cp	BRD-A09062839	amylocaine	Local anesthetic
8477	-82.77	cp	BRD-A54927599	KF-38789	P-selectin inhibitor
8479	-83.05	cp	BRD-K79425933	benperidol	Dopamine receptor antagonist
8481	-84.64	cp	BRD-K25504083	cytochalasin-d	Actin polymerization inhibitor
8483	-85.03	cp	BRD-A15079084	phorbol-12-myristate-13-acetate	PKC activator
8487	-85.54	cp	BRD-A62184259	cycloheximide	Protein synthesis inhibitor
8489	-85.69	cp	BRD-K19894101	MST-312	Telomerase inhibitor
8490	-85.87	cp	BRD-K29733039	deforolimus	MTOR inhibitor
8494	-86.56	cp	BRD-A32161980	carbetocin	Oxytocin receptor agonist
8497	-87.03	cp	BRD-K52075715	oxibendazole	Tubulin inhibitor
8499	-87.54	cp	BRD-K77987382	mebendazole	Tubulin inhibitor
8504	-88.15	cp	BRD-K51816706	oxindole-I	VEGFR inhibitor
8507	-88.53	cp	BRD-A52650764	ingenol	PKC activator
8510	-89.28	cp	BRD-K84895041	BMY-45778	IP1 prostacyclin receptor agonist
8511	-89.29	cp	BRD-K92991072	PAC-1	Caspase activator
8515	-89.82	cp	BRD-K37865504	LY-2183240	FAAH inhibitor
8516	-90.13	cp	BRD-K14550461	doxercalciferol	Vitamin D receptor agonist
8517	-90.45	cp	BRD-A36707673	hydroxycholesterol	LXR agonist
8525	-91.87	cp	BRD-K66792149	quinoclamine	Algicide
8529	-92.77	cp	BRD-K91145395	prostratin	PKC activator
8532	-93.46	cp	BRD-A22769835	homochlorcyclizine	Antihistamine
8535	-94.12	cp	BRD-K82109576	vincristine	Tubulin inhibitor
8537	-94.19	cp	BRD-K80431395	triciribine	AKT inhibitor
8538	-94.22	cp	BRD-K09638361	SA-63133	-666
8541	-94.91	cp	BRD-K99498722	NPI-2358	Tubulin inhibitor
8542	-94.91	cp	BRD-K47869605	podophyllotoxin	Microtubule inhibitor
8544	-95.29	cp	BRD-K37456065	VU-0365114-2	M5 modulator
8547	-96.05	cp	BRD-K91623615	ABT-751	Tubulin inhibitor
8549	-96.76	cp	BRD-K12539581	nocodazole	Tubulin inhibitor
8551	-97.44	cp	BRD-K86003836	flubendazole	Tubulin inhibitor
8555	-98.56	cp	BRD-K35687265	ON-01910	PLK inhibitor
